Wall time,Step,Value
1655194487.4465349,3778269,20.0
1655194762.0434353,3779935,21.0
1655195910.0892577,3786875,20.0
1655196186.1143055,3788539,21.0
1655196487.8496566,3790373,19.0
1655197340.1261106,3795545,21.0
1655197891.6721184,3798907,19.0
1655198751.1014206,3804141,19.0
1655199639.122581,3809553,18.0
1655200496.1836815,3814739,20.0
1655201708.4636428,3822074,19.0
1655201997.7477536,3823838,19.0
1655202309.9824104,3825735,18.0
1655202601.7778485,3827509,19.0
1655202873.9634569,3829170,20.0
1655203433.8846438,3832578,20.0
1655203780.6148212,3834684,15.0
1655204159.5310264,3836990,13.0
1655204434.8384945,3838657,20.0
1655206835.601901,3853135,17.0
1655207389.8504245,3856474,20.0
1655207679.9190662,3858216,19.0
1655207961.002211,3859894,20.0
1655208316.2382495,3861609,19.0
1655209495.8071542,3867088,18.0
1655210294.6813824,3870750,19.0
1655210698.6705585,3872602,18.0
1655211881.5020525,3878011,19.0
1655212248.585035,3879689,20.0
1655220928.5208158,3922036,20.0
1655221239.4843547,3923889,18.0
1655222378.4599023,3930685,20.0
1655222745.1459324,3932869,12.0
1655223027.4553382,3934559,20.0
1655223956.0763664,3940129,17.0
1655224537.7075503,3943624,19.0
1655225448.089633,3949081,18.0
1655225738.1475472,3950827,20.0
1655226315.758559,3954287,20.0
1655226596.9225037,3955968,20.0
1655226889.1116078,3957712,19.0
1655228039.6861486,3964597,19.0
1655228876.7409055,3969618,21.0
1655230031.605551,3976508,19.0
1655230732.4363844,3980699,13.0
1655232201.398754,3989545,19.0
1655232512.848584,3991417,18.0
1655232790.0700774,3993078,20.0
1655233110.4874218,3995004,17.0
1655236024.3900805,4012614,20.0
1655236319.9444575,4014399,20.0
1655236889.8295534,4017846,20.0
1655238137.9971077,4025382,20.0
1655239838.4892738,4035737,16.0
1655241400.4684212,4045060,18.0
1655242064.0722256,4048991,19.0
1655242351.8814888,4050698,21.0
1655242981.8350208,4054438,18.0
1655243283.3553035,4056232,19.0
1655243607.858035,4058156,15.0
1655244979.8334243,4066299,11.0
1655245764.1021717,4069918,19.0
1655246151.5641556,4071680,20.0
1655246905.0638387,4075107,20.0
1655248027.2649677,4080138,21.0
1655248483.2503881,4082215,15.0
1655248878.60777,4083991,19.0
1655250437.2139878,4091034,21.0
1655250820.6520412,4092756,19.0
1655252321.0929523,4099507,21.0
1655252740.3988461,4101428,17.0
1655254238.11614,4108269,21.0
1655254594.8158796,4109933,21.0
